,Airline,Destination,Total_Stops,Price,journey_day,journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_mins,,Airline
8914,3,2,1,13292,3,3,19,35,0,35,5,0,,IndiGo
8915,3,3,0,4174,4,9,22,15,0,50,2,35,,IndiGo
8916,10,4,2,11150,27,6,19,10,12,35,17,25,,Jet Airways
8917,3,4,1,5912,24,4,17,5,22,15,5,10,,IndiGo
8918,7,4,1,8907,27,6,13,30,23,0,9,30,,Air India
8919,7,2,1,8767,3,9,17,0,3,40,10,40,,Air India
8920,10,4,1,12242,27,3,19,45,4,25,8,40,,Jet Airways
8921,7,3,1,6327,24,5,19,0,4,40,9,40,,Air India
8922,1,0,0,3543,24,5,9,45,12,0,2,15,,SpiceJet
8923,8,4,1,15058,6,3,8,0,19,15,11,15,,Multiple carriers
8924,10,2,1,11087,3,12,18,55,18,25,23,30,,Jet Airways
8925,10,3,1,13941,5,9,20,0,4,40,8,40,,Jet Airways
8926,1,4,1,7317,6,1,15,45,22,5,6,20,,SpiceJet
8927,10,4,2,15129,5,9,19,10,19,0,23,50,,Jet Airways
8928,10,3,1,9663,24,5,21,10,10,5,12,55,,Jet Airways
8929,3,4,1,5065,24,4,16,0,21,0,5,0,,IndiGo
8930,7,4,1,8907,27,6,9,45,23,0,13,15,,Air India
8931,1,3,0,4148,21,3,9,0,11,30,2,30,,SpiceJet
8932,8,4,1,13587,6,9,14,0,21,0,7,0,,Multiple carriers
8933,10,4,1,10262,6,6,21,50,4,25,6,35,,Jet Airways
8934,10,2,1,12284,18,3,14,5,8,15,18,10,,Jet Airways
8935,10,3,1,14781,15,5,18,55,16,20,21,25,,Jet Airways
8936,10,3,1,9663,18,5,8,25,9,20,24,55,,Jet Airways
8937,3,2,0,19685,3,1,13,0,15,50,2,50,,IndiGo
8938,7,3,1,10203,5,12,10,0,23,15,13,15,,Air India
8939,10,3,1,13941,15,5,6,30,4,40,22,10,,Jet Airways
8940,7,2,0,25703,3,1,21,10,23,55,2,45,,Air India
8941,10,4,1,10262,6,9,14,0,4,25,14,25,,Jet Airways
8942,1,0,0,3543,5,1,17,45,20,5,2,20,,SpiceJet
8943,1,3,0,3841,4,6,14,55,17,25,2,30,,SpiceJet
8944,10,4,1,15554,18,5,11,30,19,0,7,30,,Jet Airways
8945,10,3,1,10844,24,5,14,5,19,50,5,45,,Jet Airways
8946,10,3,1,12692,6,12,17,0,14,25,21,25,,Jet Airways
8947,10,1,0,3210,6,9,19,35,21,5,1,30,,Jet Airways
8948,7,4,2,9601,15,5,12,0,19,15,7,15,,Air India
8949,8,4,1,13377,15,6,13,0,1,30,12,30,,Multiple carriers
8950,10,3,1,11134,24,3,18,55,18,10,23,15,,Jet Airways
8951,8,4,1,8055,27,3,8,55,21,0,12,5,,Multiple carriers
8952,10,4,1,12242,27,3,17,30,4,25,10,55,,Jet Airways
8953,7,2,1,8425,3,9,22,0,23,20,25,20,,Air India
8954,1,1,0,2753,15,6,5,45,7,15,1,30,,SpiceJet
8955,1,2,0,3311,27,5,21,10,0,5,2,55,,SpiceJet
8956,3,3,1,4226,6,12,6,20,10,20,4,0,,IndiGo
8957,10,2,1,26890,3,1,8,55,5,5,20,10,,Jet Airways
8958,8,4,1,12524,24,6,6,0,19,0,13,0,,Multiple carriers
8959,1,3,0,3847,21,3,17,15,19,45,2,30,,SpiceJet
8960,10,3,1,12681,4,1,16,30,23,35,7,5,,Jet Airways
8961,10,4,2,13882,6,6,9,25,4,25,19,0,,Jet Airways
8962,10,4,2,15129,18,5,9,40,12,35,26,55,,Jet Airways
8963,10,3,1,10844,6,6,8,25,20,45,12,20,,Jet Airways
8964,10,2,1,12547,3,12,21,25,8,15,10,50,,Jet Airways
8965,10,3,1,14178,6,9,18,55,4,40,9,45,,Jet Airways
8966,3,4,1,14871,3,3,16,0,1,35,9,35,,IndiGo
8967,10,4,2,10368,6,9,9,40,4,25,18,45,,Jet Airways
8968,8,4,1,15078,3,6,8,0,21,0,13,0,,Multiple carriers
8969,3,3,0,4804,21,5,21,25,0,5,2,40,,IndiGo
8970,1,3,0,3873,5,9,17,10,19,40,2,30,,SpiceJet
8971,1,3,0,3841,24,6,17,10,19,40,2,30,,SpiceJet
8972,4,4,1,5457,6,1,7,0,12,55,5,55,,GoAir
8973,10,3,1,14781,5,12,14,5,22,35,8,30,,Jet Airways
8974,10,4,1,15764,3,9,21,50,18,50,21,0,,Jet Airways
8975,5,2,0,4668,6,12,9,45,12,35,2,50,,Vistara
8976,10,4,0,9564,24,6,11,0,14,15,3,15,,Jet Airways
8977,3,4,1,7191,15,5,6,40,21,0,14,20,,IndiGo
8978,10,4,1,15764,3,6,19,45,4,25,8,40,,Jet Airways
8979,10,3,1,14388,5,6,14,5,12,0,21,55,,Jet Airways
8980,10,4,1,6540,27,3,19,45,4,25,8,40,,Jet Airways
8981,1,2,0,3625,24,6,9,30,12,20,2,50,,SpiceJet
8982,8,4,1,8266,5,9,7,30,19,15,11,45,,Multiple carriers
8983,1,3,1,10944,18,5,11,15,18,30,7,15,,SpiceJet
8984,3,4,1,5073,27,3,16,0,21,0,5,0,,IndiGo
8985,10,2,1,9134,15,3,5,45,12,25,6,40,,Jet Airways
8986,5,3,1,8085,6,12,20,20,20,20,24,0,,Vistara
8987,10,2,1,22270,3,6,7,0,12,25,5,25,,Jet Airways
8988,7,3,2,9836,4,1,7,0,10,0,27,0,,Air India
8989,3,4,1,14871,3,3,18,35,1,35,7,0,,IndiGo
8990,10,1,2,23528,3,12,6,30,16,35,10,5,,Jet Airways
8991,10,2,0,8016,6,6,7,10,10,10,3,0,,Jet Airways
8992,10,2,1,12284,18,3,7,0,16,10,9,10,,Jet Airways
8993,8,4,1,7005,6,12,6,0,21,0,15,0,,Multiple carriers
8994,3,3,0,4804,6,3,11,30,14,5,2,35,,IndiGo
8995,3,4,1,6827,27,3,5,5,10,5,5,0,,IndiGo
8996,7,1,0,3100,5,12,6,20,7,40,1,20,,Air India
8997,10,1,0,2759,15,3,19,35,21,5,1,30,,Jet Airways
8998,10,3,1,13067,5,9,20,25,21,5,24,40,,Jet Airways
8999,4,2,0,3898,15,4,20,55,23,40,2,45,,GoAir
9000,10,4,2,10368,6,12,9,40,4,25,18,45,,Jet Airways
9001,1,2,0,4273,18,3,5,45,8,35,2,50,,SpiceJet
9002,1,2,0,3311,24,5,5,55,8,35,2,40,,SpiceJet
9003,8,4,1,15136,3,6,9,0,21,0,12,0,,Multiple carriers
9004,8,4,1,6601,4,9,7,5,18,10,11,5,,Multiple carriers
9005,5,3,1,8452,24,5,20,20,22,40,26,20,,Vistara
9006,10,3,1,9314,5,1,17,0,14,25,21,25,,Jet Airways
9007,3,4,1,6386,6,1,2,0,7,45,5,45,,IndiGo
9008,8,4,1,13377,24,6,11,30,1,30,14,0,,Multiple carriers
9009,10,1,0,5678,3,3,2,55,4,25,1,30,,Jet Airways
9010,2,2,0,4483,18,5,23,55,2,45,2,50,,Air Asia
9011,10,4,1,12898,27,5,14,0,12,35,22,35,,Jet Airways
9012,3,2,0,7648,3,3,7,10,10,5,2,55,,IndiGo
9013,10,3,1,14571,6,9,6,30,23,35,17,5,,Jet Airways
9014,3,1,0,4049,27,6,6,25,7,55,1,30,,IndiGo
9015,7,2,2,11728,18,3,8,50,23,25,14,35,,Air India
9016,1,3,0,3873,18,4,6,55,9,30,2,35,,SpiceJet
9017,7,4,1,7480,5,9,20,40,9,25,12,45,,Air India
9018,10,2,0,8541,21,6,19,50,22,50,3,0,,Jet Airways
9019,10,2,1,31825,3,1,22,50,11,25,12,35,,Jet Airways
9020,3,0,0,3597,6,1,14,45,17,5,2,20,,IndiGo
9021,10,2,1,13817,3,12,21,25,15,15,17,50,,Jet Airways
9022,10,3,1,14571,24,5,8,25,20,45,12,20,,Jet Airways
9023,2,4,1,6853,15,6,16,45,7,10,14,25,,Air Asia
9024,10,4,2,16704,27,5,23,5,4,25,29,20,,Jet Airways
9025,1,2,0,3573,27,5,9,30,12,20,2,50,,SpiceJet
9026,5,3,1,9345,15,5,17,0,18,50,25,50,,Vistara
9027,10,4,2,13014,15,6,5,30,4,25,22,55,,Jet Airways
9028,8,4,1,13797,6,12,8,0,21,0,13,0,,Multiple carriers
9029,7,2,3,12358,3,3,12,0,10,35,22,35,,Air India
9030,8,4,1,14086,3,9,18,15,1,35,7,20,,Multiple carriers
9031,3,0,0,3597,5,3,19,35,21,55,2,20,,IndiGo
9032,10,3,1,13731,24,5,18,55,8,15,13,20,,Jet Airways
9033,10,4,1,12898,21,5,19,45,4,25,8,40,,Jet Airways
9034,10,4,1,14714,6,6,16,0,4,25,12,25,,Jet Airways
9035,5,2,0,5403,4,12,11,30,14,20,2,50,,Vistara
9036,10,2,0,5769,24,6,6,0,8,45,2,45,,Jet Airways
9037,2,3,0,5620,24,3,10,20,12,55,2,35,,Air Asia
9038,3,4,0,5000,18,6,5,35,8,50,3,15,,IndiGo
9040,7,4,2,10703,21,3,12,20,19,15,30,55,,Air India
9041,8,4,1,13727,18,5,11,30,21,0,9,30,,Air India
9042,10,3,1,14388,5,12,20,0,9,20,13,20,,Multiple carriers
9043,7,3,2,13033,6,6,10,0,1,20,15,20,,Jet Airways
9044,10,2,1,22270,3,1,8,0,7,40,23,40,,Air India
9045,3,4,1,6769,27,5,21,50,3,35,5,45,,Jet Airways
9046,2,3,2,5192,24,5,15,10,23,30,8,20,,IndiGo
9047,10,1,0,4995,24,5,2,55,4,20,1,25,,Air Asia
9048,3,0,0,8580,3,1,7,55,10,15,2,20,,Jet Airways
9049,7,4,1,7480,15,6,12,30,9,25,20,55,,IndiGo
9050,10,2,0,5198,27,4,8,20,11,20,3,0,,Air India
9051,10,4,2,10368,6,6,9,40,19,0,9,20,,Jet Airways
9052,10,1,0,8040,5,6,7,5,8,30,1,25,,Jet Airways
9053,10,4,2,18909,3,9,8,20,4,25,20,5,,Jet Airways
9054,7,3,2,12849,4,1,7,0,5,25,22,25,,Jet Airways
9055,7,4,1,22798,3,1,9,45,8,15,22,30,,Air India
9056,10,3,1,14571,6,6,8,25,18,15,9,50,,Air India
9057,10,2,1,13502,3,6,14,5,8,15,18,10,,Jet Airways
9058,1,0,0,3332,27,3,17,45,20,5,2,20,,Jet Airways
9059,8,4,1,7354,6,6,7,30,19,15,11,45,,SpiceJet
9060,8,4,1,8073,15,5,10,0,21,0,11,0,,Multiple carriers
9061,3,1,0,4049,21,3,9,10,10,35,1,25,,Multiple carriers
9062,10,4,1,15029,3,9,2,15,4,25,26,10,,IndiGo
9063,7,4,2,10975,24,6,9,45,9,25,23,40,,Jet Airways
9064,8,4,1,7038,6,1,7,10,22,30,15,20,,Air India
9065,10,4,1,15554,5,9,8,0,19,0,11,0,,Multiple carriers
9066,7,2,0,5228,6,12,21,5,23,55,2,50,,Jet Airways
9067,3,4,1,5636,6,1,2,0,7,25,5,25,,Air India
9068,7,4,2,9653,27,6,12,0,7,40,19,40,,IndiGo
9069,10,3,1,8586,24,5,18,55,10,5,15,10,,Air India
9070,1,1,0,2017,21,5,13,15,14,45,1,30,,Jet Airways
9071,5,3,1,9345,24,5,20,20,23,25,27,5,,SpiceJet
9072,10,4,2,9270,21,3,10,45,18,50,32,5,,Vistara
9073,10,4,2,13292,6,3,5,30,19,0,13,30,,Jet Airways
9074,10,4,2,8098,27,3,17,35,19,45,26,10,,Jet Airways
9075,7,4,1,7952,6,6,9,45,9,25,23,40,,Jet Airways
9076,3,4,1,5883,6,12,18,35,1,30,6,55,,Air India
9077,10,2,0,8016,6,6,19,50,22,50,3,0,,IndiGo
9078,1,3,0,4174,18,5,17,10,19,40,2,30,,Jet Airways
9079,8,4,1,10696,6,3,7,5,22,30,15,25,,SpiceJet
9080,5,2,0,4878,6,12,17,0,19,35,2,35,,Multiple carriers
9081,1,2,0,3971,4,1,9,30,12,20,2,50,,Vistara
9082,8,4,1,7198,6,3,19,0,1,30,6,30,,SpiceJet
9083,10,3,1,9314,5,6,20,25,22,5,25,40,,Multiple carriers
9084,1,2,0,4423,5,1,9,30,12,20,2,50,,Jet Airways
9085,1,3,0,3841,4,6,6,55,9,30,2,35,,SpiceJet
9086,8,4,1,7154,27,3,10,45,19,15,8,30,,SpiceJet
9087,7,4,1,9929,15,6,7,0,19,15,12,15,,Multiple carriers
9088,8,4,1,8266,5,9,11,40,19,15,7,35,,Air India
9089,8,4,1,10877,6,12,8,30,19,0,10,30,,Multiple carriers
9090,3,3,0,4804,24,6,15,15,17,45,2,30,,Multiple carriers
9091,8,4,1,13587,15,6,11,30,21,0,9,30,,IndiGo
9092,3,4,1,13611,3,6,4,45,13,20,8,35,,Multiple carriers
9093,3,4,1,6628,6,6,9,15,1,30,16,15,,IndiGo
9094,3,4,0,5601,6,12,14,25,17,40,3,15,,IndiGo
9095,1,4,1,5583,15,4,6,5,11,20,5,15,,IndiGo
9096,3,2,0,3943,21,5,10,10,13,0,2,50,,SpiceJet
9097,3,2,0,4777,24,3,4,0,6,50,2,50,,IndiGo
9098,10,3,1,9663,5,12,20,0,12,0,16,0,,IndiGo
9099,10,4,2,10368,6,1,5,30,4,25,22,55,,Jet Airways
9100,3,4,1,5883,15,6,18,35,1,30,6,55,,Jet Airways
9101,3,3,0,4804,27,4,11,30,14,5,2,35,,IndiGo
9102,5,2,0,13383,3,3,16,0,18,35,2,35,,IndiGo
9103,8,4,1,9646,6,1,13,15,22,30,9,15,,Vistara
9104,10,3,1,11467,5,1,17,0,19,10,26,10,,Multiple carriers
9105,2,3,1,5192,5,12,22,40,10,40,12,0,,Jet Airways
9106,10,4,2,13376,6,12,6,45,4,25,21,40,,Air Asia
9107,2,2,0,6477,3,3,23,25,2,10,2,45,,Jet Airways
9108,8,4,1,13727,18,5,9,0,21,0,12,0,,Air Asia
9109,5,3,1,9555,18,5,17,0,20,20,27,20,,Multiple carriers
9110,10,4,2,12819,24,6,19,10,19,0,23,50,,Vistara
9111,5,1,1,12395,3,6,10,25,22,55,12,30,,Jet Airways
9112,10,4,1,10262,15,6,19,15,4,25,9,10,,Vistara
9113,10,3,1,14781,21,5,8,25,20,45,12,20,,Jet Airways
9114,10,1,0,5678,5,12,10,20,11,50,1,30,,Jet Airways
9115,1,3,1,7804,15,5,15,55,21,25,5,30,,Jet Airways
9116,10,4,1,10262,27,6,15,0,19,0,28,0,,SpiceJet
9117,10,2,0,5198,18,5,19,50,22,50,3,0,,Jet Airways
9118,3,1,0,4049,5,3,6,25,7,55,1,30,,Jet Airways
9119,2,2,0,3383,15,6,11,10,13,55,2,45,,IndiGo
9120,7,4,1,7174,27,5,17,40,23,0,5,20,,Air Asia
9121,7,4,1,8907,15,5,20,30,23,0,26,30,,Air India
9122,10,4,2,13014,6,1,9,40,12,35,26,55,,Air India
9123,10,3,1,13584,5,6,21,10,8,15,11,5,,Jet Airways
9124,2,3,0,4107,15,5,22,50,1,20,2,30,,Jet Airways
9125,10,1,0,2071,15,3,2,55,4,25,1,30,,Air Asia
9126,10,4,1,12373,5,9,20,55,4,25,7,30,,Jet Airways
9127,7,2,2,13303,3,12,8,50,13,55,29,5,,Jet Airways
9128,10,3,1,8529,6,12,16,30,10,5,17,35,,Air India
9129,10,3,1,14571,6,6,18,55,19,50,24,55,,Jet Airways
9130,10,4,2,15129,27,5,23,5,4,25,29,20,,Jet Airways
9131,10,2,0,8016,6,9,8,20,11,20,3,0,,Jet Airways
9132,3,3,0,4804,6,6,21,25,0,5,2,40,,Jet Airways
9133,7,2,1,5118,3,9,6,50,12,15,5,25,,IndiGo
9134,10,3,1,9663,18,5,8,25,8,15,23,50,,Air India
9135,7,3,2,12723,6,9,5,50,12,30,30,40,,Jet Airways
9136,4,2,0,3419,5,12,20,55,23,40,2,45,,Air India
9137,10,2,1,11087,3,12,22,55,10,45,11,50,,GoAir
9138,3,3,0,4174,4,12,22,15,0,50,2,35,,Jet Airways
9139,10,4,1,10262,6,9,8,0,4,25,20,25,,IndiGo
9140,10,4,2,12609,15,6,9,35,12,35,27,0,,Jet Airways
9141,5,2,0,4668,6,3,7,0,9,40,2,40,,Jet Airways
9142,1,1,0,1965,24,5,22,45,0,15,1,30,,Vistara
9143,3,1,0,4049,6,1,6,25,7,55,1,30,,SpiceJet
9144,7,3,0,5195,4,12,14,15,16,45,2,30,,IndiGo
9145,3,3,0,4804,18,5,20,20,22,55,2,35,,Air India
9146,3,2,0,7648,3,3,13,0,15,50,2,50,,IndiGo
9147,3,0,0,3850,5,3,7,55,10,15,2,20,,IndiGo
9148,7,2,0,6121,15,4,10,0,12,45,2,45,,IndiGo
9149,3,0,0,3540,18,6,5,15,7,40,2,25,,Air India
9150,10,2,1,9134,15,3,5,45,11,25,5,40,,IndiGo
9151,10,3,1,10844,6,6,18,55,22,35,27,40,,Jet Airways
9152,3,0,0,5277,6,3,22,5,0,25,2,20,,Jet Airways
9153,3,4,1,5073,4,6,16,0,21,0,5,0,,IndiGo
9154,1,3,0,3841,24,6,6,55,9,30,2,35,,IndiGo
9155,8,4,1,10877,6,3,7,30,19,0,11,30,,SpiceJet
9156,10,4,1,5406,27,3,17,30,19,45,26,15,,Multiple carriers
9157,10,3,1,14151,6,9,17,0,9,45,16,45,,Jet Airways
9158,10,4,2,14237,6,3,18,25,12,35,18,10,,Jet Airways
9159,3,1,0,2754,24,6,1,40,3,10,1,30,,Jet Airways
9160,7,3,1,11306,18,5,7,0,20,25,13,25,,IndiGo
9161,2,3,1,5192,5,1,22,40,10,40,12,0,,Air India
9162,5,0,0,3687,6,12,7,5,9,20,2,15,,Air Asia
9163,8,4,1,12192,6,3,3,50,19,0,15,10,,Vistara
9164,10,4,1,12898,27,5,13,0,19,0,6,0,,Multiple carriers
9165,10,4,1,14924,6,9,19,45,19,0,23,15,,Jet Airways
9166,1,3,1,8479,24,5,11,35,18,50,7,15,,Jet Airways
9167,8,4,1,6943,27,5,14,0,1,30,11,30,,SpiceJet
9168,8,4,1,7354,27,6,6,40,19,15,12,35,,Multiple carriers
9169,8,4,1,12192,6,6,9,0,19,0,10,0,,Multiple carriers
9170,3,2,0,3943,5,3,21,15,0,15,3,0,,Multiple carriers
9171,10,4,2,15129,5,6,19,10,19,0,23,50,,IndiGo
9172,5,2,0,5403,4,9,7,0,9,40,2,40,,Jet Airways
9173,10,4,2,13882,27,6,9,25,4,25,19,0,,Vistara
9174,10,1,0,5678,21,3,19,35,21,5,1,30,,Jet Airways
9175,5,2,0,5403,27,4,11,30,14,20,2,50,,Jet Airways
9176,5,2,0,4878,27,6,21,0,23,50,2,50,,Vistara
9177,3,4,2,6494,27,3,6,40,21,20,14,40,,Vistara
9178,3,2,0,4777,24,3,1,30,4,15,2,45,,IndiGo
9179,7,1,0,3625,6,6,13,55,15,25,1,30,,IndiGo
9180,7,3,2,9258,4,1,12,0,18,30,30,30,,Air India
9181,10,4,1,10262,6,6,13,0,19,0,6,0,,Air India
9182,7,2,4,17686,3,1,5,50,11,20,29,30,,Jet Airways
9183,3,3,0,4174,4,3,15,15,17,45,2,30,,Air India
9184,8,4,1,7485,21,5,10,20,1,30,15,10,,IndiGo
9185,7,3,2,11222,18,5,8,20,11,10,26,50,,Multiple carriers
9186,10,3,1,12121,5,1,17,0,21,5,28,5,,Air India
9187,7,3,2,10697,21,5,8,20,18,30,10,10,,Jet Airways
9188,10,4,1,12373,5,9,11,30,19,0,7,30,,Air India
9189,1,3,1,6381,21,5,8,35,17,15,8,40,,Jet Airways
9190,10,4,2,17072,3,6,17,55,4,25,34,30,,SpiceJet
9191,10,4,2,10368,6,9,9,40,12,35,26,55,,Jet Airways
9192,3,2,0,4823,24,5,18,25,21,20,2,55,,Jet Airways
9193,7,4,1,27282,3,3,9,45,23,0,13,15,,IndiGo
9194,3,1,0,2227,6,12,20,5,21,40,1,35,,Air India
9195,3,2,0,4545,3,9,0,40,3,25,2,45,,IndiGo
9196,3,3,0,4148,21,3,17,15,19,55,2,40,,IndiGo
9197,3,3,0,4148,3,12,15,10,17,45,2,35,,IndiGo
9198,7,2,2,7642,21,3,8,15,11,20,27,5,,IndiGo
9199,10,4,1,10262,6,3,16,0,12,35,20,35,,Air India
9200,10,2,0,4030,24,5,8,20,11,20,3,0,,Jet Airways
9201,3,4,0,5000,27,6,14,25,17,40,3,15,,Jet Airways
9202,1,4,1,5264,6,9,8,45,13,15,4,30,,IndiGo
9203,10,2,0,7229,6,1,18,55,22,0,3,5,,SpiceJet
9204,10,4,1,10577,6,3,8,0,19,0,11,0,,Jet Airways
9205,7,3,2,12723,24,5,5,50,8,55,27,5,,Jet Airways
9206,10,4,1,14714,6,1,21,50,4,25,6,35,,Air India
9207,10,4,1,7438,21,3,2,15,4,25,26,10,,Jet Airways
9208,7,3,1,10203,15,5,20,30,20,25,23,55,,Jet Airways
9209,2,3,0,3782,27,3,22,50,1,20,2,30,,Air India
9210,10,4,2,13014,6,12,5,30,19,0,13,30,,Air Asia
9211,8,4,1,8073,15,5,19,0,1,30,6,30,,Jet Airways
9212,3,3,0,4804,5,9,15,30,18,5,2,35,,Multiple carriers
9213,3,3,1,4864,5,9,7,10,12,40,5,30,,IndiGo
9214,8,4,1,15135,3,6,6,40,18,50,12,10,,IndiGo
9215,7,3,1,8366,6,6,16,50,11,10,18,20,,Multiple carriers
9216,10,4,2,13292,6,9,5,30,4,25,22,55,,Air India
9217,7,2,0,7171,15,6,17,0,19,45,2,45,,Jet Airways
9218,10,3,1,12121,5,6,9,35,21,5,11,30,,Air India
9219,7,4,2,11753,6,12,10,55,19,15,8,20,,Jet Airways
9220,3,2,1,8064,3,1,5,15,10,0,4,45,,Air India
9221,10,4,1,10262,6,6,15,0,19,0,28,0,,IndiGo
9222,3,0,0,5277,5,3,22,5,0,25,2,20,,Jet Airways
9223,10,2,0,8016,6,9,17,45,20,45,3,0,,IndiGo
9224,7,1,2,11342,3,12,5,30,14,50,9,20,,Jet Airways
9225,10,3,1,7594,6,12,6,30,4,40,22,10,,Air India
9226,2,2,0,4483,6,3,11,10,13,55,2,45,,Jet Airways
9227,10,4,2,16263,18,5,20,0,4,25,8,25,,Air Asia
9228,7,3,2,13243,5,12,10,0,1,20,15,20,,Jet Airways
9229,10,2,0,6478,6,12,6,0,8,45,2,45,,Air India
9230,10,4,1,15764,3,6,23,5,4,25,5,20,,Jet Airways
9231,7,3,2,4647,4,3,9,10,4,40,19,30,,Jet Airways
9232,10,2,0,8016,6,3,19,50,22,50,3,0,,Air India
9233,7,3,0,4145,6,12,20,45,23,20,2,35,,Jet Airways
9234,8,4,1,8055,27,3,7,30,21,0,13,30,,Air India
9235,7,4,2,12409,18,5,17,15,19,15,26,0,,Multiple carriers
9236,3,3,0,6038,24,3,9,35,12,20,2,45,,Air India
9237,2,3,0,4107,21,5,22,50,1,20,2,30,,IndiGo
9238,7,4,2,11911,21,5,5,55,7,40,25,45,,Air Asia
9239,10,2,1,25735,3,1,22,50,23,0,24,10,,Air India
9240,7,3,2,11458,6,6,9,25,1,20,15,55,,Jet Airways
9241,2,4,1,6152,24,4,16,45,22,25,5,40,,Air India
9242,10,3,1,10844,6,9,21,10,23,35,26,25,,Air Asia
9243,5,0,0,11982,24,5,17,45,20,5,2,20,,Jet Airways
9244,10,3,1,13941,5,9,6,30,16,20,9,50,,Vistara
9245,3,4,1,6938,27,3,14,20,22,20,8,0,,Jet Airways
9246,10,4,2,15339,27,6,13,25,19,0,29,35,,IndiGo
9247,10,4,2,20064,3,3,5,25,18,50,37,25,,Jet Airways
9248,8,4,1,6093,15,6,14,55,22,30,7,35,,Jet Airways
9249,9,4,1,10885,21,3,19,0,1,35,6,35,,Multiple carriers
9250,7,4,1,8907,6,1,13,30,23,0,9,30,,Multiple carriers Premium economy
9251,10,3,1,9663,5,6,6,30,20,45,14,15,,Air India
9252,3,4,1,7160,27,4,5,5,12,10,7,5,,Jet Airways
9253,9,4,1,11269,21,3,7,30,15,30,8,0,,IndiGo
9254,10,1,0,5678,4,1,19,35,21,5,1,30,,Multiple carriers Premium economy
9255,10,1,0,5678,27,5,2,55,4,20,1,25,,Jet Airways
9256,7,4,1,8907,6,6,9,45,23,0,13,15,,Jet Airways
9257,10,1,0,3210,27,6,2,55,4,20,1,25,,Air India
9258,7,2,0,6961,15,5,6,10,8,55,2,45,,Jet Airways
9259,10,2,1,14815,3,6,14,5,8,15,18,10,,Air India
9260,10,3,1,11467,5,6,20,25,22,5,25,40,,Jet Airways
9261,10,4,2,10919,15,6,14,35,12,35,22,0,,Jet Airways
9262,4,4,1,9069,6,3,14,25,19,35,5,10,,Jet Airways
9263,1,3,1,4649,5,1,15,5,20,20,5,15,,GoAir
9264,3,2,0,4823,6,3,18,25,21,20,2,55,,SpiceJet
9265,7,3,1,6528,21,5,14,35,14,35,24,0,,IndiGo
9266,10,2,1,22270,3,6,5,45,12,25,6,40,,Air India
9267,10,4,2,15654,3,9,10,45,4,25,17,40,,Jet Airways
9268,5,3,1,7770,4,1,20,20,22,55,26,35,,Jet Airways
9269,3,3,0,4804,5,3,4,40,7,15,2,35,,Vistara
9270,10,4,2,10368,15,6,19,30,12,35,17,5,,IndiGo
9271,3,4,0,7673,3,3,21,5,0,20,3,15,,Jet Airways
9272,3,4,0,6015,21,4,5,35,8,50,3,15,,IndiGo
9273,3,3,0,4804,24,4,11,30,14,5,2,35,,IndiGo
9274,10,3,1,13941,15,5,20,0,8,15,12,15,,IndiGo
9275,2,3,1,5162,5,9,19,55,23,30,3,35,,Jet Airways
9276,7,2,1,10657,3,9,11,5,22,45,11,40,,Air Asia
9277,10,3,1,14781,5,9,16,30,23,35,7,5,,Air India
9278,3,1,0,2754,4,3,19,5,20,35,1,30,,Jet Airways
9279,7,2,2,11474,3,12,6,50,22,55,16,5,,IndiGo
9280,10,3,1,7757,18,5,18,55,8,15,13,20,,Air India
9281,10,1,0,2228,4,3,2,55,4,20,1,25,,Jet Airways
9282,10,2,1,10405,15,3,8,0,8,15,24,15,,Jet Airways
9283,4,2,0,3419,27,6,7,45,10,40,2,55,,Jet Airways
9284,10,4,1,10262,6,9,17,30,12,35,19,5,,GoAir
9285,7,1,0,3100,6,9,13,55,15,25,1,30,,Jet Airways
9286,10,4,1,11848,3,9,2,15,4,25,26,10,,Air India
9287,7,4,1,5683,4,9,20,30,8,15,11,45,,Jet Airways
9288,10,3,1,9663,5,9,8,25,12,0,27,35,,Air India
9289,10,2,0,4544,24,4,19,50,22,50,3,0,,Jet Airways
9290,10,1,0,4050,27,5,2,55,4,20,1,25,,Jet Airways
9291,5,3,1,9187,5,9,20,20,9,5,12,45,,Jet Airways
9292,5,3,1,8452,4,1,20,20,20,20,24,0,,Vistara
9293,7,3,2,11668,18,5,9,25,1,20,15,55,,Vistara
9294,7,4,2,13381,6,9,14,25,19,15,28,50,,Air India
9295,8,4,1,8073,18,5,7,0,21,0,14,0,,Air India
9296,2,3,0,5620,3,1,10,20,12,55,2,35,,Multiple carriers
9297,10,3,1,12739,6,12,14,5,4,40,14,35,,Air Asia
9298,2,3,0,5989,5,3,19,55,22,25,2,30,,Jet Airways
9299,7,3,1,8891,21,5,9,25,7,55,22,30,,Air Asia
9300,10,2,0,4544,27,4,19,50,22,50,3,0,,Air India
9301,10,4,1,10262,6,6,16,0,19,0,27,0,,Jet Airways
9302,5,3,1,9345,21,5,17,0,20,20,27,20,,Jet Airways
9303,5,2,0,21730,3,1,19,40,22,20,2,40,,Vistara
9304,3,4,1,6838,15,6,9,15,21,0,11,45,,Vistara
9305,7,1,1,10943,3,12,21,0,19,25,22,25,,IndiGo
9306,3,2,0,3943,18,6,4,0,6,50,2,50,,Air India
9307,1,2,0,3573,18,6,5,55,8,35,2,40,,IndiGo
9308,1,3,0,3841,15,5,9,0,11,25,2,25,,SpiceJet
